instant,dteday,season,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
710.0,01-02-2011,1.0,22.0,False,2.0,2.0,0.22,0.2576,0.87,0.0896,2.0,34.0,36.0
711.0,01-02-2011,1.0,23.0,False,2.0,3.0,0.2,0.197,0.93,0.194,1.0,15.0,16.0
712.0,02-02-2011,1.0,0.0,False,3.0,3.0,0.22,0.2424,0.93,0.1045,0.0,2.0,2.0
713.0,02-02-2011,1.0,1.0,False,3.0,3.0,0.22,0.2273,0.93,0.194,0.0,3.0,3.0
714.0,02-02-2011,1.0,2.0,False,3.0,3.0,0.22,0.2273,0.93,0.1343,4.0,0.0,4.0
715.0,02-02-2011,1.0,3.0,False,3.0,3.0,0.22,0.2273,0.93,0.1343,0.0,1.0,1.0
716.0,02-02-2011,1.0,4.0,False,3.0,3.0,0.22,0.2121,0.93,0.2836,0.0,1.0,1.0
717.0,02-02-2011,1.0,5.0,False,3.0,3.0,0.22,0.2424,0.93,0.1045,0.0,3.0,3.0
718.0,02-02-2011,1.0,6.0,False,3.0,3.0,0.22,0.2424,0.93,0.1045,1.0,17.0,18.0
719.0,02-02-2011,1.0,7.0,False,3.0,3.0,0.22,0.2121,0.93,0.2239,1.0,48.0,49.0
720.0,02-02-2011,1.0,8.0,False,3.0,3.0,0.22,0.2121,0.93,0.2239,1.0,154.0,155.0
721.0,02-02-2011,1.0,9.0,False,3.0,2.0,0.24,0.2576,0.93,0.0896,4.0,119.0,123.0
722.0,02-02-2011,1.0,10.0,False,3.0,2.0,0.22,0.2727,1.0,0.0,2.0,59.0,61.0
723.0,02-02-2011,1.0,11.0,False,3.0,2.0,0.24,0.2273,0.93,0.194,5.0,47.0,52.0
724.0,02-02-2011,1.0,12.0,False,3.0,2.0,0.24,0.2273,0.93,0.2239,3.0,61.0,64.0
725.0,02-02-2011,1.0,13.0,False,3.0,1.0,0.34,0.3333,0.93,0.1642,1.0,74.0,75.0
726.0,02-02-2011,1.0,14.0,False,3.0,1.0,0.36,0.3939,0.82,0.3881,2.0,61.0,63.0
727.0,02-02-2011,1.0,15.0,False,3.0,1.0,0.36,0.3939,0.76,0.3284,10.0,66.0,76.0
728.0,02-02-2011,1.0,16.0,False,3.0,1.0,0.36,0.3333,0.71,0.2985,8.0,95.0,103.0
729.0,02-02-2011,1.0,17.0,False,3.0,1.0,0.36,0.3182,0.53,0.5224,7.0,162.5,183.5
730.0,02-02-2011,1.0,18.0,False,3.0,1.0,0.34,0.2879,0.42,0.5522,7.0,162.5,182.0
731.0,02-02-2011,1.0,19.0,False,3.0,1.0,0.28,0.2424,0.45,0.4925,3.0,88.0,91.0
732.0,02-02-2011,1.0,20.0,False,3.0,1.0,0.24,0.197,0.48,0.5522,4.0,71.0,75.0
733.0,02-02-2011,1.0,21.0,False,3.0,1.0,0.22,0.197,0.47,0.3284,1.0,62.0,63.0
734.0,02-02-2011,1.0,22.0,False,3.0,1.0,0.22,0.2121,0.44,0.2537,5.0,35.0,40.0
735.0,02-02-2011,1.0,23.0,False,3.0,1.0,0.2,0.1667,0.44,0.4478,3.0,29.0,32.0
736.0,03-02-2011,1.0,0.0,False,4.0,1.0,0.2,0.1667,0.4,0.4478,1.0,11.0,12.0
737.0,03-02-2011,1.0,1.0,False,4.0,1.0,0.2,0.1515,0.44,0.5224,0.0,5.0,5.0
738.0,03-02-2011,1.0,2.0,False,4.0,1.0,0.18,0.1667,0.43,0.2537,0.0,2.0,2.0
739.0,03-02-2011,1.0,3.0,False,4.0,1.0,0.18,0.1667,0.43,0.2537,0.0,1.0,1.0
740.0,03-02-2011,1.0,5.0,False,4.0,1.0,0.16,0.1364,0.5,0.2985,0.0,2.0,2.0
741.0,03-02-2011,1.0,6.0,False,4.0,1.0,0.16,0.1364,0.43,0.3582,0.0,39.0,39.0
742.0,03-02-2011,1.0,7.0,False,4.0,1.0,0.14,0.1212,0.5,0.3284,1.0,86.0,87.0
743.0,03-02-2011,1.0,8.0,False,4.0,1.0,0.14,0.1212,0.5,0.3582,4.0,162.5,183.5
744.0,03-02-2011,1.0,9.0,False,4.0,1.0,0.16,0.1364,0.47,0.2985,6.0,127.0,133.0
745.0,03-02-2011,1.0,10.0,False,4.0,1.0,0.18,0.1515,0.43,0.3284,2.0,50.0,52.0
746.0,03-02-2011,1.0,11.0,False,4.0,1.0,0.18,0.1364,0.43,0.4478,9.0,55.0,64.0
747.0,03-02-2011,1.0,12.0,False,4.0,1.0,0.2,0.1818,0.4,0.3582,2.0,67.0,69.0
748.0,03-02-2011,1.0,13.0,False,4.0,1.0,0.2,0.1667,0.4,0.4179,4.0,47.0,51.0
749.0,03-02-2011,1.0,14.0,False,4.0,1.0,0.22,0.197,0.37,0.3881,4.0,43.0,47.0
750.0,03-02-2011,1.0,15.0,False,4.0,1.0,0.22,0.197,0.37,0.3284,4.0,56.0,60.0
751.0,03-02-2011,1.0,16.0,False,4.0,1.0,0.22,0.2121,0.37,0.2537,5.0,73.0,78.0
752.0,03-02-2011,1.0,17.0,False,4.0,1.0,0.2,0.197,0.4,0.194,5.0,162.5,175.0
753.0,03-02-2011,1.0,18.0,False,4.0,1.0,0.2,0.2121,0.4,0.1642,2.0,145.0,147.0
754.0,03-02-2011,1.0,19.0,False,4.0,1.0,0.2,0.2576,0.4,0.0,4.0,92.0,96.0
755.0,03-02-2011,1.0,20.0,False,4.0,1.0,0.2,0.2273,0.47,0.0896,1.0,108.0,109.0
756.0,03-02-2011,1.0,21.0,False,4.0,1.0,0.18,0.2121,0.55,0.1045,1.0,53.0,54.0
757.0,03-02-2011,1.0,22.0,False,4.0,1.0,0.18,0.2121,0.51,0.0896,2.0,39.0,41.0
758.0,03-02-2011,1.0,23.0,False,4.0,1.0,0.2,0.2273,0.47,0.1045,4.0,34.0,38.0
759.0,04-02-2011,1.0,0.0,False,5.0,2.0,0.2,0.2576,0.44,0.0,3.0,10.0,13.0
760.0,04-02-2011,1.0,1.0,False,5.0,2.0,0.16,0.2273,0.59,0.0,0.0,7.0,7.0
761.0,04-02-2011,1.0,2.0,False,5.0,2.0,0.14,0.1667,0.63,0.1045,0.0,1.0,1.0
762.0,04-02-2011,1.0,3.0,False,5.0,2.0,0.14,0.1667,0.63,0.1045,0.0,1.0,1.0
763.0,04-02-2011,1.0,5.0,False,5.0,2.0,0.14,0.1515,0.63,0.1343,0.0,7.0,7.0
764.0,04-02-2011,1.0,6.0,False,5.0,2.0,0.16,0.2273,0.55,0.0,2.0,26.0,28.0
765.0,04-02-2011,1.0,7.0,False,5.0,1.0,0.14,0.2121,0.59,0.0,0.0,87.0,87.0
766.0,04-02-2011,1.0,8.0,False,5.0,1.0,0.14,0.1515,0.74,0.1343,3.0,162.5,183.5
767.0,04-02-2011,1.0,9.0,False,5.0,2.0,0.16,0.1818,0.8,0.1343,3.0,124.0,127.0
768.0,04-02-2011,1.0,10.0,False,5.0,2.0,0.2,0.2121,0.51,0.1343,5.0,46.0,51.0
769.0,04-02-2011,1.0,11.0,False,5.0,1.0,0.22,0.2273,0.51,0.1642,3.0,61.0,64.0
770.0,04-02-2011,1.0,12.0,False,5.0,2.0,0.24,0.2424,0.48,0.1642,8.0,78.0,86.0
771.0,04-02-2011,1.0,13.0,False,5.0,2.0,0.26,0.2576,0.5,0.2239,9.0,73.0,82.0
772.0,04-02-2011,1.0,14.0,False,5.0,2.0,0.28,0.2727,0.45,0.1642,15.0,76.0,91.0
773.0,04-02-2011,1.0,15.0,False,5.0,2.0,0.28,0.2727,0.48,0.2537,9.0,81.0,90.0
774.0,04-02-2011,1.0,16.0,False,5.0,2.0,0.3,0.2879,0.42,0.2239,8.0,91.0,99.0
775.0,04-02-2011,1.0,17.0,False,5.0,2.0,0.26,0.2727,0.56,0.1343,10.0,162.5,183.5
776.0,04-02-2011,1.0,18.0,False,5.0,2.0,0.24,0.2576,0.6,0.1045,3.0,152.0,155.0
777.0,04-02-2011,1.0,19.0,False,5.0,2.0,0.24,0.2424,0.65,0.1343,1.0,102.0,103.0
778.0,04-02-2011,1.0,20.0,False,5.0,2.0,0.24,0.2424,0.65,0.1642,2.0,69.0,71.0
779.0,04-02-2011,1.0,21.0,False,5.0,2.0,0.24,0.2424,0.7,0.1642,2.0,41.0,43.0
780.0,04-02-2011,1.0,22.0,False,5.0,2.0,0.24,0.2424,0.65,0.1642,1.0,45.0,46.0
781.0,04-02-2011,1.0,23.0,False,5.0,2.0,0.24,0.2424,0.7,0.1343,1.0,30.0,31.0
782.0,05-02-2011,1.0,0.0,False,6.0,2.0,0.24,0.2424,0.7,0.1642,3.0,36.0,39.0
783.0,05-02-2011,1.0,1.0,False,6.0,2.0,0.24,0.2424,0.65,0.1642,1.0,17.0,18.0
784.0,05-02-2011,1.0,2.0,False,6.0,2.0,0.24,0.2424,0.75,0.1642,5.0,12.0,17.0
785.0,05-02-2011,1.0,3.0,False,6.0,2.0,0.24,0.2424,0.75,0.1642,1.0,10.0,11.0
786.0,05-02-2011,1.0,4.0,False,6.0,3.0,0.22,0.2273,0.93,0.1343,0.0,8.0,8.0
787.0,05-02-2011,1.0,5.0,False,6.0,3.0,0.2,0.2273,1.0,0.0896,0.0,9.0,9.0
788.0,05-02-2011,1.0,6.0,False,6.0,3.0,0.2,0.2576,1.0,0.0,0.0,4.0,4.0
789.0,05-02-2011,1.0,7.0,False,6.0,3.0,0.22,0.2576,0.93,0.0896,0.0,4.0,4.0
790.0,05-02-2011,1.0,8.0,False,6.0,3.0,0.2,0.2273,1.0,0.0896,0.0,10.0,10.0
791.0,05-02-2011,1.0,9.0,False,6.0,3.0,0.2,0.2273,1.0,0.0896,3.0,17.0,20.0
792.0,05-02-2011,1.0,10.0,False,6.0,3.0,0.2,0.2121,1.0,0.1343,3.0,31.0,34.0
793.0,05-02-2011,1.0,11.0,False,6.0,3.0,0.22,0.2273,1.0,0.1343,1.0,46.0,47.0
794.0,05-02-2011,1.0,12.0,False,6.0,3.0,0.22,0.2273,1.0,0.1642,10.0,42.0,52.0
795.0,05-02-2011,1.0,13.0,False,6.0,3.0,0.22,0.2273,1.0,0.1642,10.0,62.0,72.0
796.0,05-02-2011,1.0,14.0,False,6.0,3.0,0.22,0.2727,1.0,0.0,5.0,50.0,55.0
797.0,05-02-2011,1.0,15.0,False,6.0,3.0,0.22,0.2727,1.0,0.0,11.0,49.0,60.0
798.0,05-02-2011,1.0,16.0,False,6.0,3.0,0.22,0.2273,1.0,0.1343,8.0,63.0,71.0
799.0,05-02-2011,1.0,17.0,False,6.0,2.0,0.24,0.2121,1.0,0.2836,14.0,64.0,78.0
800.0,05-02-2011,1.0,18.0,False,6.0,2.0,0.28,0.2424,0.93,0.4478,2.0,81.0,83.0
801.0,05-02-2011,1.0,19.0,False,6.0,2.0,0.28,0.2424,0.93,0.4478,6.0,78.0,84.0
802.0,05-02-2011,1.0,20.0,False,6.0,1.0,0.3,0.2879,0.87,0.2537,5.0,64.0,69.0
803.0,05-02-2011,1.0,21.0,False,6.0,1.0,0.26,0.2576,1.0,0.194,3.0,53.0,56.0
804.0,05-02-2011,1.0,22.0,False,6.0,1.0,0.26,0.2727,0.93,0.1343,2.0,43.0,45.0
805.0,05-02-2011,1.0,23.0,False,6.0,1.0,0.26,0.2576,0.93,0.2239,7.0,52.0,59.0
806.0,06-02-2011,1.0,0.0,False,0.0,1.0,0.26,0.2576,0.7,0.194,2.0,37.0,39.0
807.0,06-02-2011,1.0,1.0,False,0.0,1.0,0.26,0.2273,0.65,0.4179,4.0,40.0,44.0
808.0,06-02-2011,1.0,2.0,False,0.0,1.0,0.26,0.2273,0.6,0.3284,0.0,20.0,20.0
809.0,06-02-2011,1.0,3.0,False,0.0,1.0,0.26,0.2879,0.6,0.0896,3.0,10.0,13.0
810.0,06-02-2011,1.0,4.0,False,0.0,1.0,0.26,0.2273,0.6,0.3582,0.0,2.0,2.0
811.0,06-02-2011,1.0,5.0,False,0.0,1.0,0.26,0.2576,0.6,0.2239,0.0,1.0,1.0
812.0,06-02-2011,1.0,6.0,False,0.0,1.0,0.26,0.2576,0.6,0.2239,0.0,1.0,1.0
813.0,06-02-2011,1.0,7.0,False,0.0,1.0,0.24,0.2424,0.65,0.1642,0.0,8.0,8.0
814.0,06-02-2011,1.0,8.0,False,0.0,1.0,0.24,0.2576,0.65,0.1045,2.0,21.0,23.0
815.0,06-02-2011,1.0,9.0,False,0.0,1.0,0.28,0.2879,0.56,0.1045,7.0,38.0,45.0
816.0,06-02-2011,1.0,10.0,False,0.0,1.0,0.3,0.2879,0.52,0.2537,15.0,74.0,89.0
817.0,06-02-2011,1.0,11.0,False,0.0,1.0,0.32,0.303,0.49,0.2537,15.0,89.0,117.0
818.0,06-02-2011,1.0,12.0,False,0.0,1.0,0.34,0.3333,0.46,0.0,15.0,126.0,174.0
819.0,06-02-2011,1.0,13.0,False,0.0,1.0,0.34,0.3636,0.46,0.0,15.0,135.0,182.0
820.0,06-02-2011,1.0,14.0,False,0.0,1.0,0.34,0.3485,0.46,0.0896,15.0,114.0,161.0
821.0,06-02-2011,1.0,15.0,False,0.0,1.0,0.34,0.3485,0.46,0.0896,15.0,130.0,182.0
822.0,06-02-2011,1.0,16.0,False,0.0,1.0,0.34,0.3485,0.49,0.1045,15.0,115.0,157.0
823.0,06-02-2011,1.0,17.0,False,0.0,1.0,0.34,0.3636,0.46,0.0,15.0,97.0,121.0
824.0,06-02-2011,1.0,18.0,False,0.0,1.0,0.3,0.303,0.56,0.1642,13.0,65.0,78.0
825.0,06-02-2011,1.0,19.0,False,0.0,1.0,0.28,0.2879,0.61,0.1343,1.0,20.0,21.0
826.0,06-02-2011,1.0,20.0,False,0.0,1.0,0.28,0.2879,0.61,0.1045,5.0,21.0,26.0
827.0,06-02-2011,1.0,21.0,False,0.0,1.0,0.26,0.303,0.6,0.0,5.0,22.0,27.0
828.0,06-02-2011,1.0,22.0,False,0.0,1.0,0.26,0.303,0.6,0.0,5.0,57.0,62.0
829.0,06-02-2011,1.0,23.0,False,0.0,1.0,0.24,0.2879,0.65,0.0,4.0,26.0,30.0
830.0,07-02-2011,1.0,0.0,False,1.0,1.0,0.24,0.2879,0.65,0.0,1.0,14.0,15.0
831.0,07-02-2011,1.0,1.0,False,1.0,1.0,0.22,0.2727,0.75,0.0,1.0,4.0,5.0
832.0,07-02-2011,1.0,2.0,False,1.0,1.0,0.2,0.2576,0.8,0.0,0.0,3.0,3.0
833.0,07-02-2011,1.0,3.0,False,1.0,1.0,0.2,0.2576,0.86,0.0,0.0,1.0,1.0
834.0,07-02-2011,1.0,4.0,False,1.0,1.0,0.2,0.2576,0.86,0.0,1.0,1.0,2.0
835.0,07-02-2011,1.0,5.0,False,1.0,1.0,0.2,0.2576,0.86,0.0,1.0,9.0,10.0
836.0,07-02-2011,1.0,6.0,False,1.0,1.0,0.18,0.2424,0.93,0.0,1.0,29.0,30.0
837.0,07-02-2011,1.0,7.0,False,1.0,1.0,0.18,0.2424,0.86,0.0,6.0,89.0,95.0
838.0,07-02-2011,1.0,8.0,False,1.0,2.0,0.16,0.2273,1.0,0.0,7.0,162.5,183.5
839.0,07-02-2011,1.0,9.0,False,1.0,1.0,0.22,0.2727,0.8,0.0,3.0,115.0,118.0
840.0,07-02-2011,1.0,10.0,False,1.0,1.0,0.24,0.2576,0.75,0.1045,6.0,49.0,55.0
841.0,07-02-2011,1.0,11.0,False,1.0,1.0,0.3,0.3182,0.65,0.0896,11.0,36.0,47.0
842.0,07-02-2011,1.0,12.0,False,1.0,2.0,0.32,0.3485,0.62,0.0,7.0,59.0,66.0
843.0,07-02-2011,1.0,13.0,False,1.0,2.0,0.36,0.3636,0.57,0.0896,10.0,54.0,64.0
844.0,07-02-2011,1.0,14.0,False,1.0,2.0,0.36,0.3636,0.57,0.0896,8.0,52.0,60.0
845.0,07-02-2011,1.0,15.0,False,1.0,2.0,0.36,0.3939,0.54,0.0896,4.0,46.0,50.0
846.0,07-02-2011,1.0,16.0,False,1.0,2.0,0.36,0.3485,0.57,0.1343,15.0,98.0,114.0
847.0,07-02-2011,1.0,17.0,False,1.0,2.0,0.32,0.3182,0.7,0.1642,9.0,162.5,183.5
848.0,07-02-2011,1.0,18.0,False,1.0,2.0,0.34,0.3333,0.66,0.1343,5.0,162.5,175.0
849.0,07-02-2011,1.0,19.0,False,1.0,2.0,0.32,0.3485,0.7,0.0,5.0,123.0,128.0
850.0,07-02-2011,1.0,20.0,False,1.0,2.0,0.32,0.3333,0.7,0.1045,6.0,82.0,88.0
851.0,07-02-2011,1.0,21.0,False,1.0,1.0,0.32,0.3485,0.7,0.0,3.0,75.0,78.0
852.0,07-02-2011,1.0,22.0,False,1.0,1.0,0.28,0.303,0.81,0.0896,3.0,34.0,37.0
853.0,07-02-2011,1.0,23.0,False,1.0,2.0,0.3,0.3333,0.81,0.0,6.0,19.0,25.0
854.0,08-02-2011,1.0,0.0,False,2.0,2.0,0.28,0.3182,0.87,0.0,4.0,6.0,10.0
855.0,08-02-2011,1.0,1.0,False,2.0,2.0,0.28,0.3182,0.87,0.0,0.0,4.0,4.0
856.0,08-02-2011,1.0,2.0,False,2.0,2.0,0.26,0.2727,0.93,0.1045,1.0,1.0,2.0
857.0,08-02-2011,1.0,3.0,False,2.0,3.0,0.28,0.2727,0.93,0.1642,0.0,1.0,1.0
858.0,08-02-2011,1.0,4.0,False,2.0,1.0,0.26,0.2576,0.93,0.1642,0.0,3.0,3.0
859.0,08-02-2011,1.0,5.0,False,2.0,1.0,0.26,0.2273,0.81,0.3284,0.0,2.0,2.0
860.0,08-02-2011,1.0,6.0,False,2.0,1.0,0.26,0.2273,0.7,0.3284,0.0,39.0,39.0
861.0,08-02-2011,1.0,7.0,False,2.0,1.0,0.24,0.197,0.65,0.4179,3.0,97.0,100.0
862.0,08-02-2011,1.0,8.0,False,2.0,1.0,0.24,0.197,0.56,0.4925,7.0,162.5,183.5
863.0,08-02-2011,1.0,9.0,False,2.0,1.0,0.24,0.197,0.52,0.4925,7.0,128.0,135.0
864.0,08-02-2011,1.0,10.0,False,2.0,1.0,0.22,0.1818,0.47,0.5522,4.0,44.0,48.0
865.0,08-02-2011,1.0,11.0,False,2.0,1.0,0.22,0.1818,0.47,0.4627,1.0,49.0,50.0
866.0,08-02-2011,1.0,12.0,False,2.0,1.0,0.24,0.197,0.38,0.4925,2.0,63.0,65.0
867.0,08-02-2011,1.0,13.0,False,2.0,2.0,0.24,0.197,0.32,0.4478,2.0,48.0,50.0
868.0,08-02-2011,1.0,14.0,False,2.0,1.0,0.22,0.197,0.37,0.4179,3.0,61.0,64.0
869.0,08-02-2011,1.0,15.0,False,2.0,1.0,0.22,0.197,0.35,0.3881,6.0,45.0,51.0
870.0,08-02-2011,1.0,16.0,False,2.0,1.0,0.22,0.1818,0.35,0.5224,4.0,79.0,83.0
871.0,08-02-2011,1.0,17.0,False,2.0,1.0,0.22,0.1818,0.32,0.5522500000000001,4.0,162.5,176.0
872.0,08-02-2011,1.0,18.0,False,2.0,1.0,0.2,0.1818,0.32,0.3881,1.0,151.0,152.0
873.0,08-02-2011,1.0,19.0,False,2.0,1.0,0.16,0.1212,0.4,0.4627,1.0,100.0,101.0
874.0,08-02-2011,1.0,20.0,False,2.0,1.0,0.16,0.1364,0.4,0.3284,3.0,53.0,56.0
875.0,08-02-2011,1.0,21.0,False,2.0,1.0,0.14,0.1061,0.33,0.4627,8.0,46.0,54.0
876.0,08-02-2011,1.0,22.0,False,2.0,1.0,0.12,0.1061,0.33,0.3582,0.0,29.0,29.0
877.0,08-02-2011,1.0,23.0,False,2.0,1.0,0.12,0.1061,0.33,0.3284,3.0,9.0,12.0
878.0,09-02-2011,1.0,0.0,False,3.0,1.0,0.1,0.0758,0.36,0.3582,0.0,17.0,17.0
879.0,09-02-2011,1.0,1.0,False,3.0,1.0,0.1,0.1061,0.36,0.2239,0.0,7.0,7.0
880.0,09-02-2011,1.0,2.0,False,3.0,1.0,0.08,0.0758,0.38,0.2836,1.0,2.0,3.0
881.0,09-02-2011,1.0,3.0,False,3.0,1.0,0.06,0.0758,0.45,0.1343,0.0,2.0,2.0
882.0,09-02-2011,1.0,5.0,False,3.0,1.0,0.06,0.1061,0.45,0.1045,0.0,7.0,7.0
883.0,09-02-2011,1.0,6.0,False,3.0,1.0,0.06,0.1515,0.45,0.0,0.0,43.0,43.0
884.0,09-02-2011,1.0,7.0,False,3.0,1.0,0.06,0.1061,0.49,0.1045,4.0,95.0,99.0
885.0,09-02-2011,1.0,8.0,False,3.0,1.0,0.1,0.1364,0.42,0.0,1.0,162.5,183.5
886.0,09-02-2011,1.0,9.0,False,3.0,1.0,0.12,0.1364,0.39,0.1642,4.0,119.0,123.0
887.0,09-02-2011,1.0,10.0,False,3.0,1.0,0.14,0.1818,0.36,0.0,8.0,51.0,59.0
888.0,09-02-2011,1.0,11.0,False,3.0,2.0,0.14,0.1515,0.43,0.1642,1.0,40.0,41.0
889.0,09-02-2011,1.0,12.0,False,3.0,2.0,0.18,0.1818,0.4,0.2239,4.0,57.0,61.0
890.0,09-02-2011,1.0,13.0,False,3.0,1.0,0.18,0.1667,0.4,0.2537,2.0,67.0,69.0
891.0,09-02-2011,1.0,14.0,False,3.0,1.0,0.2,0.1818,0.34,0.2985,2.0,56.0,58.0
892.0,09-02-2011,1.0,15.0,False,3.0,2.0,0.2,0.1818,0.34,0.2836,3.0,61.0,64.0
893.0,09-02-2011,1.0,16.0,False,3.0,2.0,0.2,0.197,0.37,0.2537,7.0,72.0,79.0
894.0,09-02-2011,1.0,17.0,False,3.0,2.0,0.2,0.197,0.34,0.2537,9.0,157.0,166.0
895.0,09-02-2011,1.0,18.0,False,3.0,2.0,0.18,0.1667,0.47,0.2985,2.0,162.5,170.0
896.0,09-02-2011,1.0,19.0,False,3.0,3.0,0.14,0.1212,0.86,0.2537,1.0,87.0,88.0
897.0,09-02-2011,1.0,20.0,False,3.0,3.0,0.14,0.1515,0.86,0.1642,0.0,84.0,84.0
898.0,09-02-2011,1.0,21.0,False,3.0,2.0,0.14,0.1515,0.86,0.1642,0.0,83.0,83.0
899.0,09-02-2011,1.0,22.0,False,3.0,3.0,0.16,0.1667,0.8,0.1642,4.0,42.0,46.0
900.0,09-02-2011,1.0,23.0,False,3.0,3.0,0.16,0.1515,0.8,0.194,0.0,37.0,37.0
901.0,10-02-2011,1.0,0.0,False,4.0,3.0,0.14,0.1364,0.86,0.194,0.0,16.0,16.0
902.0,10-02-2011,1.0,1.0,False,4.0,3.0,0.14,0.1515,0.8,0.1343,0.0,7.0,7.0
903.0,10-02-2011,1.0,2.0,False,4.0,3.0,0.14,0.1515,0.8,0.1343,0.0,3.0,3.0
904.0,10-02-2011,1.0,4.0,False,4.0,2.0,0.14,0.1364,0.59,0.2239,0.0,1.0,1.0
905.0,10-02-2011,1.0,5.0,False,4.0,2.0,0.12,0.1212,0.5,0.2239,0.0,6.0,6.0
906.0,10-02-2011,1.0,6.0,False,4.0,2.0,0.12,0.1212,0.54,0.2836,0.0,26.0,26.0
907.0,10-02-2011,1.0,7.0,False,4.0,1.0,0.1,0.0758,0.5,0.4179,0.0,99.0,99.0
908.0,10-02-2011,1.0,8.0,False,4.0,1.0,0.1,0.0758,0.49,0.3284,5.0,162.5,178.0
909.0,10-02-2011,1.0,9.0,False,4.0,1.0,0.12,0.1061,0.42,0.3582,1.0,121.0,122.0
910.0,10-02-2011,1.0,10.0,False,4.0,1.0,0.12,0.1061,0.42,0.2985,1.0,34.0,35.0
911.0,10-02-2011,1.0,11.0,False,4.0,1.0,0.14,0.1212,0.39,0.3582,1.0,44.0,45.0
912.0,10-02-2011,1.0,12.0,False,4.0,1.0,0.16,0.1364,0.34,0.3881,4.0,65.0,69.0
913.0,10-02-2011,1.0,13.0,False,4.0,1.0,0.18,0.1667,0.29,0.2985,3.0,59.0,62.0
914.0,10-02-2011,1.0,14.0,False,4.0,1.0,0.2,0.1818,0.27,0.2836,6.0,42.0,48.0
915.0,10-02-2011,1.0,15.0,False,4.0,1.0,0.2,0.197,0.25,0.2537,0.0,50.0,50.0
916.0,10-02-2011,1.0,16.0,False,4.0,1.0,0.2,0.1818,0.27,0.2985,4.0,76.0,80.0
917.0,10-02-2011,1.0,17.0,False,4.0,1.0,0.18,0.1818,0.26,0.194,6.0,159.0,165.0
918.0,10-02-2011,1.0,18.0,False,4.0,1.0,0.16,0.1818,0.28,0.1343,3.0,157.0,160.0
919.0,10-02-2011,1.0,19.0,False,4.0,1.0,0.14,0.1667,0.28,0.1045,2.0,110.0,112.0
920.0,10-02-2011,1.0,20.0,False,4.0,1.0,0.14,0.1818,0.31,0.0896,4.0,93.0,97.0
921.0,10-02-2011,1.0,21.0,False,4.0,1.0,0.14,0.2121,0.39,0.0,2.0,70.0,72.0
922.0,10-02-2011,1.0,22.0,False,4.0,1.0,0.12,0.197,0.39,0.0,4.0,47.0,51.0
923.0,10-02-2011,1.0,23.0,False,4.0,1.0,0.12,0.1515,0.42,0.1045,1.0,33.0,34.0
924.0,11-02-2011,1.0,0.0,False,5.0,1.0,0.1,0.1364,0.49,0.1045,2.0,12.0,14.0
925.0,11-02-2011,1.0,1.0,False,5.0,1.0,0.1,0.1364,0.54,0.0896,1.0,6.0,7.0
926.0,11-02-2011,1.0,2.0,False,5.0,1.0,0.1,0.1364,0.54,0.0896,0.0,3.0,3.0
927.0,11-02-2011,1.0,5.0,False,5.0,1.0,0.08,0.1212,0.63,0.0896,0.0,4.0,4.0
928.0,11-02-2011,1.0,6.0,False,5.0,1.0,0.1,0.1818,0.68,0.0,1.0,23.0,24.0
929.0,11-02-2011,1.0,7.0,False,5.0,1.0,0.08,0.1667,0.73,0.0,1.0,73.0,74.0
930.0,11-02-2011,1.0,8.0,False,5.0,1.0,0.1,0.1212,0.74,0.1642,4.0,162.5,183.5
931.0,11-02-2011,1.0,9.0,False,5.0,1.0,0.12,0.1212,0.74,0.2239,8.0,132.0,140.0
932.0,11-02-2011,1.0,10.0,False,5.0,1.0,0.14,0.1364,0.69,0.194,5.0,39.0,44.0
933.0,11-02-2011,1.0,11.0,False,5.0,1.0,0.22,0.2273,0.47,0.1343,12.0,52.0,64.0
934.0,11-02-2011,1.0,12.0,False,5.0,1.0,0.22,0.2273,0.47,0.1343,7.0,64.0,71.0
935.0,11-02-2011,1.0,13.0,False,5.0,1.0,0.24,0.2273,0.35,0.194,15.0,89.0,110.0
936.0,11-02-2011,1.0,14.0,False,5.0,1.0,0.3,0.2879,0.26,0.2537,15.0,67.0,84.0
937.0,11-02-2011,1.0,15.0,False,5.0,1.0,0.32,0.3182,0.21,0.1642,12.0,62.0,74.0
938.0,11-02-2011,1.0,16.0,False,5.0,1.0,0.3,0.2879,0.28,0.194,14.0,111.0,125.0
939.0,11-02-2011,1.0,17.0,False,5.0,1.0,0.3,0.3333,0.24,0.0,15.0,162.5,183.5
940.0,11-02-2011,1.0,18.0,False,5.0,1.0,0.28,0.3182,0.28,0.0,9.0,162.5,174.0
941.0,11-02-2011,1.0,19.0,False,5.0,1.0,0.26,0.303,0.33,0.0,7.0,94.0,101.0
942.0,11-02-2011,1.0,20.0,False,5.0,1.0,0.22,0.2273,0.55,0.1343,2.0,61.0,63.0
943.0,11-02-2011,1.0,21.0,False,5.0,1.0,0.2,0.2121,0.59,0.1343,1.0,46.0,47.0
944.0,11-02-2011,1.0,22.0,False,5.0,1.0,0.2,0.2273,0.64,0.0896,2.0,41.0,43.0
945.0,11-02-2011,1.0,23.0,False,5.0,1.0,0.18,0.2424,0.69,0.0,5.0,48.0,53.0
946.0,12-02-2011,1.0,0.0,False,6.0,1.0,0.16,0.197,0.69,0.0896,3.0,27.0,30.0
